Year,Site,Annual Mean NO2 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual data capture (%)
2005,Haringey Roadside,42.6367058823529,,97.0319634703196
2006,Haringey Roadside,43.5652407134236,,85.1255707762557
2007,Haringey Roadside,41.8859826417786,,96.0159817351598
2008,Haringey Roadside,36.7253642308134,,99.2372495446266
2009,Haringey Roadside,42.5796955591898,,90.7420091324201
2010,Haringey Roadside,44.6837939995275,,96.6438356164384
2011,Haringey Roadside,39.0619482731919,,73.7100456621005
2012,Haringey Roadside,42.1507679301113,,80.7946265938069
2013,Haringey Roadside,44.9564554317386,,97.8310502283105
2014,Haringey Roadside,48.0026849396537,,65.2625570776256
2015,Haringey Roadside,40.412142579734,,96.9977168949772
2016,Haringey Roadside,42.5162021264166,,97.4385245901639
2017,Haringey Roadside,40.0346646540153,,98.6529680365297
2018,Haringey Roadside,38.9820033516358,,99.7945205479452
2019,Haringey Roadside,37.3442651042294,,94.7374429223744
2008,Stanford-le-Hope Roadside,37.1236779892995,,91.4959016393443
2009,Stanford-le-Hope Roadside,35.2384660766962,,96.7465753424657
2010,Stanford-le-Hope Roadside,37.4784391844387,,97.4200913242009
2011,Stanford-le-Hope Roadside,34.933410271206,,98.9155251141552
2012,Stanford-le-Hope Roadside,32.9945001222195,,93.1466302367942
2013,Stanford-le-Hope Roadside,28.2984303164257,,96.324200913242
2014,Stanford-le-Hope Roadside,26.1945237288136,,99.0068493150685
2015,Stanford-le-Hope Roadside,23.6475997240185,,98.8584474885845
2016,Stanford-le-Hope Roadside,26.8652467395115,,97.4157559198543
2017,Stanford-le-Hope Roadside,28.3085134187442,,98.9041095890411
2018,Stanford-le-Hope Roadside,27.551387951585,,99.0296803652968
2019,Stanford-le-Hope Roadside,26.1831055164455,,98.9155251141552
1997,Hove Roadside,36.227883279296,,24.6461187214612
1998,Hove Roadside,34.851804274203,,97.7511415525114
1999,Hove Roadside,31.2999128160419,,13.0936073059361
2000,Hove Roadside,35.7728088159918,,88.8433515482696
2001,Hove Roadside,38.6322150962013,,92.5570776255708
2002,Hove Roadside,33.4900412922031,,93.9954337899543
2003,Hove Roadside,37.0491278034888,,96.1986301369863
2004,Hove Roadside,38.4749426397778,,94.273679417122
2005,Hove Roadside,35.6052223679504,,95.7420091324201
2006,Hove Roadside,33.6015735844189,,88.5045662100457
2007,Hove Roadside,30.2161084529506,,71.5753424657534
1997,Hounslow Roadside,64.6242469879518,,15.1598173515982
1998,Hounslow Roadside,72.4693386773547,,85.4452054794521
1999,Hounslow Roadside,59.5345364032358,,91.7237442922374
2000,Hounslow Roadside,52.015437190667,,96.6074681238616
2001,Hounslow Roadside,54.0819161676647,,95.3196347031963
2002,Hounslow Roadside,57.9735420418341,,82.4086757990868
2015,Hull Holderness Road,31.0477420060437,,98.2191780821918
2016,Hull Holderness Road,29.9671859362412,,98.9184881602914
2017,Hull Holderness Road,29.0627556300485,,98.9269406392694
2018,Hull Holderness Road,26.6709921346242,,99.041095890411
2019,Hull Holderness Road,26.3716488701537,,99.5205479452055
2001,Inverness,20.5548352242031,,42.2602739726027
2002,Inverness,21.8510092171275,,97.8424657534247
2003,Inverness,23.1181934285383,,98.3219178082192
2004,Inverness,22.5732513629509,,98.1443533697632
2005,Inverness,20.8670589648133,,95.0570776255708
2006,Inverness,21.4492219020173,,99.0296803652968
2007,Inverness,22.2770144387517,,98.0365296803653
2008,Inverness,20.6544701415257,,98.9412568306011
2009,Inverness,20.7430432208407,,96.4041095890411
2010,Inverness,24.4939588688946,,88.8127853881278
2011,Inverness,26.9343108504399,,97.3173515981735
2012,Inverness,29.173641923492,,94.933970856102
2013,Inverness,21.0167046746255,,97.5342465753425
2014,Inverness,21.0200218890934,,99.2237442922374
2015,Inverness,27.4991939037599,,73.7785388127854
2016,Inverness,23.9044743519373,,98.7249544626594
2017,Inverness,20.1197002516838,,96.6095890410959
2018,Inverness,17.7689895423553,,98.7785388127854
2019,Inverness,16.4674075066252,,99.0753424657534
2012,Leamington Spa Rugby Road,17.1821237888076,,57.5705828779599
2013,Leamington Spa Rugby Road,21.5410740503831,,98.3333333333333
2014,Leamington Spa Rugby Road,21.0809154769776,,96.689497716895
2015,Leamington Spa Rugby Road,20.2092422173512,,98.9497716894977
2016,Leamington Spa Rugby Road,20.4205143824228,,95.856102003643
2017,Leamington Spa Rugby Road,17.3228296264368,,99.3150684931507
2018,Leamington Spa Rugby Road,16.9898804045307,,98.7671232876712
2019,Leamington Spa Rugby Road,16.326772514744,,96.7808219178082
2008,Leeds Headingley Kerbside,48.8960357559269,,58.5837887067395
2009,Leeds Headingley Kerbside,48.0704290505378,,98.7100456621005
2010,Leeds Headingley Kerbside,51.0623262279889,,98.5388127853881
2011,Leeds Headingley Kerbside,44.0262239865271,,94.8972602739726
2012,Leeds Headingley Kerbside,44.1948953187485,,96.7896174863388
2013,Leeds Headingley Kerbside,43.3663626341857,,99.1095890410959
2014,Leeds Headingley Kerbside,45.0728282550798,,99.4406392694064
2015,Leeds Headingley Kerbside,40.4094032686121,,99.3607305936073
2016,Leeds Headingley Kerbside,40.2099336853597,,99.0664845173042
2017,Leeds Headingley Kerbside,34.9427709013468,,99.1666666666667
2018,Leeds Headingley Kerbside,32.8199858323726,,99.0182648401827
2019,Leeds Headingley Kerbside,28.4475906335834,,98.9155251141552
2015,Leicester A594 Roadside,39.2169528507642,,66.472602739726
2016,Leicester A594 Roadside,41.4062685177911,,98.5428051001822
2017,Leicester A594 Roadside,40.5727400229674,,99.4063926940639
2018,Leicester A594 Roadside,35.7842097340854,,99.1666666666667
2019,Leicester A594 Roadside,36.8406065958928,,98.3904109589041
2011,Lincoln Canwick Road,38.5397631133672,,40.4794520547945
2012,Lincoln Canwick Road,43.5099860659545,,98.0418943533698
2013,Lincoln Canwick Road,43.0604291116751,,98.9497716894977
2014,Lincoln Canwick Road,38.3316142898551,,98.458904109589
2015,Lincoln Canwick Road,33.5205289570128,,99.0525114155251
2016,Lincoln Canwick Road,36.6314870650669,,98.6794171220401
2017,Lincoln Canwick Road,31.8865826005054,,99.3835616438356
2018,Lincoln Canwick Road,33.2745664877265,,99.5205479452055
2019,Lincoln Canwick Road,29.1703244754042,,99.5547945205479
1997,Lincoln Roadside,62.4255160870374,,61.3812785388128
1998,Lincoln Roadside,71.6925473280614,,95.2739726027397
1999,Lincoln Roadside,68.5040835935623,,95.0456621004566
2015,Luton A505 Roadside,44.5626874191711,,80.148401826484
2016,Luton A505 Roadside,49.7512123592401,,98.8729508196721
2017,Luton A505 Roadside,44.4342746663523,,96.8264840182648
2018,Luton A505 Roadside,42.8565846178637,,99.1780821917808
2019,Luton A505 Roadside,39.3220004208299,,97.1118721461187
2008,Liverpool Queen's Drive Roadside,39.9817393289203,,99.7495446265938
2009,Liverpool Queen's Drive Roadside,38.4123818307586,,99.0182648401827
2010,Liverpool Queen's Drive Roadside,36.979315099977,,99.337899543379
2011,Liverpool Queen's Drive Roadside,34.9718114602588,,98.8127853881278
2012,Liverpool Queen's Drive Roadside,30.1534369885434,,55.6466302367942
2013,Liverpool Queen's Drive Roadside,34.2078387564216,,64.4406392694064
2014,Liverpool Queen's Drive Roadside,34.4939110796112,,98.6529680365297
2015,Liverpool Queen's Drive Roadside,34.3832979118385,,95.5593607305936
2016,Liverpool Queen's Drive Roadside,32.3901519054462,,79.2235883424408
1997,London Marylebone Road,95.1338213762811,,38.9840182648402
1998,London Marylebone Road,92.0291534949069,,97.5
1999,London Marylebone Road,90.8238182934316,,92.9794520547945
2000,London Marylebone Road,92.5143701951508,,96.2545537340619
2001,London Marylebone Road,83.9085269431943,,93.8470319634703
2002,London Marylebone Road,80.3955942028986,,98.458904109589
2003,London Marylebone Road,107.121787845573,,93.7328767123288
2004,London Marylebone Road,109.646629603892,,98.292349726776
2005,London Marylebone Road,112.338163122225,,97.6940639269406
2006,London Marylebone Road,110.613452283132,,97.2488584474886
2007,London Marylebone Road,102.48386721025,,98.0022831050228
2008,London Marylebone Road,115.323096388314,,98.9754098360656
2009,London Marylebone Road,106.97432058959,,99.1324200913242
2010,London Marylebone Road,98.2997419052088,,97.3059360730594
2011,London Marylebone Road,97.2484727443609,,97.1689497716895
2012,London Marylebone Road,93.9841902003379,,94.3306010928962
2013,London Marylebone Road,84.7406259143519,,98.6301369863014
2014,London Marylebone Road,93.6164216408418,,98.7214611872146
2015,London Marylebone Road,88.3146758310185,,98.6301369863014
2016,London Marylebone Road,89.1229909327023,,98.6224954462659
2017,London Marylebone Road,83.6846835705224,,98.9840182648402
2018,London Marylebone Road,84.7093547714617,,98.4018264840183
2019,London Marylebone Road,62.6759838993483,,94.5890410958904
2008,Newcastle Cradlewell Roadside,41.8725200506543,,80.9084699453552
2009,Newcastle Cradlewell Roadside,39.4654393886766,,98.5958904109589
2010,Newcastle Cradlewell Roadside,36.4153402537486,,98.972602739726
2011,Newcastle Cradlewell Roadside,38.0694042799306,,98.6872146118722
2012,Newcastle Cradlewell Roadside,44.2791582150101,,89.7996357012751
2013,Newcastle Cradlewell Roadside,55.7821771040189,,86.9178082191781
2014,Newcastle Cradlewell Roadside,41.5852455395944,,94.5662100456621
2015,Newcastle Cradlewell Roadside,41.2982138361209,,74.3949771689498
2016,Newcastle Cradlewell Roadside,37.5042714872338,,96.7554644808743
2017,Newcastle Cradlewell Roadside,39.038114,,22.8310502283105
2018,Newcastle Cradlewell Roadside,39.0115391896869,,99.1780821917808
2019,Newcastle Cradlewell Roadside,38.22344886121,,96.2328767123288
2005,Norwich Forum Roadside,33.9098454027665,,70.148401826484
2006,Norwich Forum Roadside,35.0808691180252,,88.7899543378995
2007,Norwich Forum Roadside,30.9896199297349,,71.4840182648402
1997,Norwich Roadside,39.2069271758437,,51.4155251141553
1998,Norwich Roadside,33.2868861929521,,98.8013698630137
1999,Norwich Roadside,32.5550919285435,,87.5456621004566
2000,Norwich Roadside,29.0041546451241,,98.6452641165756
2001,Norwich Roadside,31.1288867211316,,93.6187214611872
2002,Norwich Roadside,30.2112215078901,,97.6598173515982
2003,Norwich Roadside,32.8014688738634,,97.9223744292238
2004,Norwich Roadside,29.4117029956871,,97.6662112932605
2005,Norwich Roadside,25.3687258687259,,11.8264840182648
2016,Nottingham Western Boulevard,38.4645368982118,,82.764116575592
2017,Nottingham Western Boulevard,36.404695254003,,99.0981735159817
2018,Nottingham Western Boulevard,34.133225881205,,93.5958904109589
2019,Nottingham Western Boulevard,33.0679162713614,,99.5319634703196
1996,Oxford Centre Roadside,121.394600207684,,10.9631147540984
1997,Oxford Centre Roadside,75.4698713608666,,16.8607305936073
1998,Oxford Centre Roadside,52.2972235596213,,71.1301369863014
1999,Oxford Centre Roadside,56.1933618596045,,98.7100456621005
2000,Oxford Centre Roadside,60.3284487693188,,99.4421675774135
2001,Oxford Centre Roadside,59.552752293578,,99.5433789954338
2002,Oxford Centre Roadside,59.5130594868255,,99.2123287671233
2003,Oxford Centre Roadside,71.4814513315502,,98.162100456621
2004,Oxford Centre Roadside,67.8717577353522,,86.4640255009108
2005,Oxford Centre Roadside,67.1747311827957,,97.6712328767123
2006,Oxford Centre Roadside,66.3895418565603,,95.1826484018265
2007,Oxford Centre Roadside,57.3383305349005,,95.1826484018265
2008,Oxford Centre Roadside,51.2605840272077,,97.0742258652095
2009,Oxford Centre Roadside,50.1347150259067,,96.9406392694064
2010,Oxford Centre Roadside,57.9002323022374,,93.3675799086758
2011,Oxford Centre Roadside,61.4969282485221,,98.4817351598173
2012,Oxford Centre Roadside,61.7259953161592,,92.3611111111111
2013,Oxford Centre Roadside,58.4374285195463,,94.6118721461187
2014,Oxford Centre Roadside,52.2957329770539,,96.0159817351598
2015,Oxford Centre Roadside,48.8606587308357,,99.0296803652968
2016,Oxford Centre Roadside,49.0471327403623,,98.0418943533698
2017,Oxford Centre Roadside,40.096843896461,,95.4794520547945
2018,Oxford Centre Roadside,39.0000805278346,,94.9429223744292
2019,Oxford Centre Roadside,42.0374489122518,,97.1803652968037
2017,Plymouth Tavistock Road,19.9747865687276,,89.3607305936073
2018,Plymouth Tavistock Road,18.8166112256417,,84.9429223744292
2019,Plymouth Tavistock Road,18.7832304219526,,82.7853881278539
2018,Portsmouth Anglesea Road,30.5756238242589,,96.6552511415525
2019,Portsmouth Anglesea Road,27.789518200322,,99.2694063926941
2016,Reading London Road,32.0824830718464,,75.8993624772313
2017,Reading London Road,28.9718971498507,,95.6050228310502
2018,Reading London Road,29.6917842162035,,97.3630136986301
2019,Reading London Road,26.6938719303045,,95.9817351598173
2016,Southampton A33,43.0124480270838,,97.5182149362477
2017,Southampton A33,39.8744987115296,,99.4063926940639
2018,Southampton A33,34.9650619757785,,98.972602739726
2019,Southampton A33,32.4943856490441,,96.7351598173516
2008,Sandy Roadside,39.2,,38.8205828779599
2009,Sandy Roadside,46.0475409836066,,76.5981735159817
2010,Sandy Roadside,37.6930492739824,,95.9132420091324
2011,Sandy Roadside,35.0253782332845,,93.5616438356164
2012,Sandy Roadside,35.1940333024977,,98.4517304189435
2013,Sandy Roadside,32.1308203870522,,99.0981735159817
2014,Sandy Roadside,30.8724878137652,,84.5890410958904
2015,Sandy Roadside,31.537512563685,,98.1392694063927
2016,Sandy Roadside,30.9231830536372,,98.9071038251366
2017,Sandy Roadside,33.5100236827361,,97.796803652968
2018,Sandy Roadside,26.6324656311694,,98.2990867579909
2019,Sandy Roadside,27.9119452961222,,97.1461187214612
2016,Sheffield Barnsley Road,44.2062057671233,,41.5528233151184
2017,Sheffield Barnsley Road,37.8577793100211,,97.2831050228311
2018,Sheffield Barnsley Road,37.0160950667447,,97.4885844748858
2019,Sheffield Barnsley Road,37.9901421446523,,81.7579908675799
2016,St Helens Linkway,44.1218352313975,,25.0910746812386
2017,St Helens Linkway,34.3449756723374,,97.9680365296804
2018,St Helens Linkway,33.2260929771082,,97.7397260273973
2019,St Helens Linkway,33.3568569925119,,83.8470319634703
1997,Southwark Roadside,74.9464774707493,,45.8561643835616
1998,Southwark Roadside,54.4105182926829,,74.8858447488584
1999,Southwark Roadside,74.6983253039688,,49.7602739726027
2000,Southwark Roadside,63.3395748987854,,89.9817850637523
2001,Southwark Roadside,65.2907625542467,,92.0662100456621
2002,Southwark Roadside,58.1979702122051,,86.6095890410959
2003,Southwark Roadside,67.148667250657,,91.2214611872146
2004,Southwark Roadside,62.0057349833987,,75.4326047358834
2005,Southwark Roadside,60.1588310038119,,98.824200913242
2006,Southwark Roadside,61.3975609756098,,14.041095890411
2011,Southwark A2 Old Kent Road,46.6207965287463,,73.6643835616438
2012,Southwark A2 Old Kent Road,53.5822820694543,,80.3164845173042
2013,Southwark A2 Old Kent Road,58.2108359594365,,93.9954337899543
2014,Southwark A2 Old Kent Road,41.9075137399103,,38.1849315068493
2015,Southwark A2 Old Kent Road,42.5321168918919,,70.1141552511416
2016,Southwark A2 Old Kent Road,52.9362262916253,,80.3392531876138
2017,Southwark A2 Old Kent Road,42.5283559185828,,97.3059360730594
2018,Southwark A2 Old Kent Road,40.6781564663365,,85.2853881278539
2019,Southwark A2 Old Kent Road,38.8417598636205,,97.9337899543379
2015,Stockton-on-Tees A1305 Roadside,18.9364559447323,,99.1438356164384
2016,Stockton-on-Tees A1305 Roadside,19.1696825347901,,98.9867941712204
2017,Stockton-on-Tees A1305 Roadside,16.4297054361553,,97.6255707762557
2018,Stockton-on-Tees A1305 Roadside,18.9913860421951,,99.0182648401827
2019,Stockton-on-Tees A1305 Roadside,17.8122988803627,,98.1849315068493
2015,Stoke-on-Trent A50 Roadside,61.4647381169355,,56.62100456621
2016,Stoke-on-Trent A50 Roadside,59.8356910758031,,98.5200364298725
2017,Stoke-on-Trent A50 Roadside,56.4564564803695,,98.8584474885845
2018,Stoke-on-Trent A50 Roadside,53.0595842925688,,97.5456621004566
2019,Stoke-on-Trent A50 Roadside,51.1825232168315,,99.2922374429224
2009,Storrington Roadside,25.6963900030855,,36.9977168949772
2010,Storrington Roadside,27.6960863078159,,99.4634703196347
2011,Storrington Roadside,23.9136682242991,,97.7168949771689
2012,Storrington Roadside,24.8203455772972,,99.4877049180328
2013,Storrington Roadside,25.8532470830434,,98.4246575342466
2014,Storrington Roadside,20.3176634448108,,72.7054794520548
2015,Storrington Roadside,21.205878787333,,76.0616438356164
2016,Storrington Roadside,24.0441228295302,,84.8132969034608
2017,Storrington Roadside,22.6710800974212,,99.6004566210046
2018,Storrington Roadside,23.0080683441109,,98.8584474885845
2019,Storrington Roadside,21.9917559907725,,96.4954337899543
2015,Sunderland Wessington Way,24.5208370117677,,91.1872146118722
2016,Sunderland Wessington Way,21.6611369805272,,95.8788706739526
2017,Sunderland Wessington Way,23.1413439729501,,81.027397260274
2018,Sunderland Wessington Way,20.2965004898943,,85.2853881278539
2019,Sunderland Wessington Way,17.3628249710238,,88.6415525114155
1996,Sutton Roadside,45.014679497635,,69.7973588342441
1997,Sutton Roadside,49.3283406062036,,96.7922374429224
1998,Sutton Roadside,41.399721448468,,98.3561643835616
1999,Sutton Roadside,43.1736448819832,,96.2442922374429
2000,Sutton Roadside,39.4429407937541,,87.4886156648452
2001,Sutton Roadside,43.5413403961308,,99.1324200913242
2002,Sutton Roadside,38.1569343065693,,31.2785388127854
2006,Swansea Roadside,35.7521685254027,,27.6369863013699
2007,Swansea Roadside,31.0702100499014,,98.3675799086758
2008,Swansea Roadside,31.783250663283,,98.6908014571949
2009,Swansea Roadside,33.2162788005094,,98.5958904109589
2010,Swansea Roadside,36.1431042435424,,98.9954337899543
2011,Swansea Roadside,32.3784842202258,,99.1095890410959
2012,Swansea Roadside,30.7017120533149,,99.077868852459
2013,Swansea Roadside,31.101375587287,,99.1324200913242
2014,Swansea Roadside,31.3982265783105,,99.0525114155251
2015,Swansea Roadside,27.4302637084871,,98.9954337899543
2016,Swansea Roadside,30.5742066777906,,98.9298724954463
2017,Swansea Roadside,24.4079244543456,,98.6415525114155
2018,Swansea Roadside,23.4985359528215,,98.7214611872146
2019,Swansea Roadside,24.1268833013414,,98.7214611872146
1996,Tower Hamlets Roadside,64.4219348659004,,71.3114754098361
1997,Tower Hamlets Roadside,71.4807237464522,,96.5296803652968
1998,Tower Hamlets Roadside,64.5223543400713,,96.0045662100457
1999,Tower Hamlets Roadside,69.6577117945093,,96.8835616438356
2000,Tower Hamlets Roadside,65.1809559465868,,91.2226775956284
2001,Tower Hamlets Roadside,69.1118060985145,,87.6027397260274
2002,Tower Hamlets Roadside,61.1801321432711,,98.4817351598173
2003,Tower Hamlets Roadside,66.7356039325843,,97.5342465753425
2004,Tower Hamlets Roadside,60.6619368570415,,96.2773224043716
2005,Tower Hamlets Roadside,60.9151193633952,,98.9840182648402
2006,Tower Hamlets Roadside,60.674389264824,,99.5319634703196
2007,Tower Hamlets Roadside,67.2128606093287,,84.6803652968037
2008,Tower Hamlets Roadside,63.3206160308015,,97.5751366120219
2009,Tower Hamlets Roadside,61.1459123835805,,99.2808219178082
2010,Tower Hamlets Roadside,65.5692588092345,,93.9497716894977
2011,Tower Hamlets Roadside,57.1658142024503,,95.9703196347032
2012,Tower Hamlets Roadside,59.8647281921618,,99.0551001821494
2013,Tower Hamlets Roadside,60.4713811214623,,96.8036529680365
2014,Tower Hamlets Roadside,61.9364006760628,,99.6232876712329
2015,Tower Hamlets Roadside,53.1761373011512,,87.2602739726027
2016,Tower Hamlets Roadside,51.6730294446622,,87.1243169398907
2017,Tower Hamlets Roadside,48.4837803883272,,99.3607305936073
2018,Tower Hamlets Roadside,47.0011449020074,,96.1073059360731
2019,Tower Hamlets Roadside,34.9772711378757,,99.5205479452055
2002,Wrexham,23.9807833357782,,77.8196347031963
2003,Wrexham,25.4298409728718,,97.6255707762557
2004,Wrexham,20.6499702558001,,95.6853369763206
2005,Wrexham,18.9757334299167,,94.5547945205479
2006,Wrexham,20.7718364384225,,94.3607305936073
2007,Wrexham,19.5859627329193,,91.8949771689498
2008,Wrexham,20.2658052607291,,98.6794171220401
2009,Wrexham,21.3139252228267,,98.6187214611872
2010,Wrexham,24.2091649935042,,96.6552511415525
2011,Wrexham,19.1661868017966,,99.12100456621
2012,Wrexham,20.1689415708812,,95.0819672131148
2013,Wrexham,21.7577520732566,,97.2374429223744
2014,Wrexham,21.0501565410253,,94.189497716895
2015,Wrexham,19.0013761978986,,98.8698630136986
2016,Wrexham,18.8324033839891,,83.9025500910747
2017,Wrexham,16.4714002189515,,93.8470319634703
2018,Wrexham,18.1593517648575,,88.5502283105023
2019,Wrexham,16.43374441076,,80.2054794520548
2015,Widnes Milton Road,34.8920065172495,,48.6415525114155
2016,Widnes Milton Road,43.8231046151918,,90.8242258652095
2017,Widnes Milton Road,34.7104994389128,,84.8401826484018
2018,Widnes Milton Road,44.8516902186879,,17.2260273972603
2019,Widnes Milton Road,33.945205217511,,82.9223744292238
2016,Worthing A27 Roadside,47.2664988084465,,22.6434426229508
2017,Worthing A27 Roadside,40.0858788509999,,98.7557077625571
2018,Worthing A27 Roadside,36.5043026643474,,95.1598173515982
2019,Worthing A27 Roadside,33.0826523669962,,96.986301369863
2001,Stockton-on-Tees Yarm,39.5115308842276,,98.5045662100457
2002,Stockton-on-Tees Yarm,39.3487582005623,,97.4429223744292
2003,Stockton-on-Tees Yarm,42.9311673301657,,88.8926940639269
2004,Stockton-on-Tees Yarm,37.2115096298005,,98.7135701275046
2005,Stockton-on-Tees Yarm,33.6005528680028,,99.1095890410959
2006,Stockton-on-Tees Yarm,38.1579736902839,,98.9269406392694
2007,Stockton-on-Tees Yarm,38.9149229707979,,99.2922374429224
2008,Stockton-on-Tees Yarm,34.3605097765363,,65.2094717668488
2008,York Fishergate,33.3894351703636,,99.5673952641166
2009,York Fishergate,36.5109235926482,,98.7557077625571
2010,York Fishergate,48.5695493300853,,93.7214611872146
2011,York Fishergate,31.5301713734009,,94.5890410958904
2012,York Fishergate,31.3689876316995,,99.408014571949
2013,York Fishergate,27.2288006268239,,97.796803652968
2014,York Fishergate,26.4785550138939,,94.486301369863
2015,York Fishergate,27.3459979336278,,95.6278538812785
2016,York Fishergate,28.5344606820617,,95.6397996357013
2017,York Fishergate,27.7298267037626,,86.1643835616438
2018,York Fishergate,26.1114424451336,,95.7077625570776
2019,York Fishergate,26.065745340235,,98.1392694063927
